,Indice,Ano,Novela,Média,Emissora,Horário,ID_novel
309,86,2010,Tempos  Modernos,241,GLOBO ,NOVELAS DAS 19H,temposmodernos2010
310,87,2010,Ti Ti Ti,296,GLOBO ,NOVELAS DAS 19H,tititi2010
311,88,2011,Morde &  Assopra,300,GLOBO ,NOVELAS DAS 19H,mordeeassopra2011
312,89,2011,Aquele  Beijo,250,GLOBO ,NOVELAS DAS 19H,aquelebeijo2011
313,90,2012,Cheias de  Charme,301,GLOBO ,NOVELAS DAS 19H,cheiasdecharme2012
314,91,2012,Guerra dos  Sexos,228,GLOBO ,NOVELAS DAS 19H,guerradossexos2012
315,92,2013,Sangue Bom,246,GLOBO ,NOVELAS DAS 19H,sanguebom2013
316,93,2013,Além do  Horizonte,197,GLOBO ,NOVELAS DAS 19H,alemdohorizonte2013
317,94,2014,Geração  Brasil,195,GLOBO ,NOVELAS DAS 19H,geracaobrasil2014
318,95,2014,Alto Astral,221,GLOBO ,NOVELAS DAS 19H,altoastral2014
319,96,2015,I Love  Paraisópolis,235,GLOBO ,NOVELAS DAS 19H,iloveparaisopolis2015
320,97,2015,Totalmente  Demais,274,GLOBO ,NOVELAS DAS 19H,totalmentedemais2015
321,98,2016,Haja  Coração,275,GLOBO ,NOVELAS DAS 19H,hajacoracao2016
322,99,2016,Rock Story,259,GLOBO ,NOVELAS DAS 19H,rockstory2016
323,100,2017,Pega Pega,288,GLOBO ,NOVELAS DAS 19H,pegapega2017
324,101,2018,Deus Salve  o Rei,256,GLOBO ,NOVELAS DAS 19H,deussalveorei2018
325,102,2018,O Tempo Não  Para,241,GLOBO ,NOVELAS DAS 19H,otemponaopara2018
326,103,2019,Verão 90,261,GLOBO ,NOVELAS DAS 19H,verao902019
327,104,2019,Bom Sucesso,289,GLOBO ,NOVELAS DAS 19H,bomsucesso2019
328,105,,,,GLOBO ,NOVELAS DAS 19H,
330,107,2020,Salve-se  Quem Puder,272,GLOBO ,NOVELAS DAS 19H,salvesequempuder2020
331,108,2021,"Quanto Mais  Vida, Melhor!",205,GLOBO ,NOVELAS DAS 19H,quantomaisvidamelhor2021
332,109,2022,Cara e  Coragem,208,GLOBO ,NOVELAS DAS 19H,caraecoragem2022
333,110,2023,Vai na Fé,-,GLOBO ,NOVELAS DAS 19H,vainafe2023
334,111,,,,GLOBO ,NOVELAS DAS 19H,
335,112,,,,GLOBO ,NOVELAS DAS 19H,
336,113,Ano,Reprise,Média,GLOBO ,NOVELAS DAS 19H,repriseAno
337,114,2020,Totalmente  Demais,295,GLOBO ,NOVELAS DAS 19H,totalmentedemais2020
338,115,2020,Haja  Coração,252,GLOBO ,NOVELAS DAS 19H,hajacoracao2020
339,116,2021,Salve-se  Quem Puder,251,GLOBO ,NOVELAS DAS 19H,salvesequempuder2021
340,117,2021,Pega Pega,222,GLOBO ,NOVELAS DAS 19H,pegapega2021
342,1,1965,O Ébrio,52,GLOBO ,NOVELAS DAS 21H,oebrio1965
343,2,1966,O Rei dos  Ciganos,67,GLOBO ,NOVELAS DAS 21H,oreidosciganos1966
344,3,1967,A Sombra de  Rebecca,80,GLOBO ,NOVELAS DAS 21H,asombraderebecca1967
345,4,1967,Anastácia,55,GLOBO ,NOVELAS DAS 21H,anastacia1967
346,5,1967,Sangue e  Areia,107,GLOBO ,NOVELAS DAS 21H,sangueeareia1967
347,6,1968,Passo dos  Ventos,116,GLOBO ,NOVELAS DAS 21H,passodosventos1968
348,7,1969,Rosa  Rebelde,220,GLOBO ,NOVELAS DAS 21H,rosarebelde1969
349,8,1969,Véu de  Noiva,316,GLOBO ,NOVELAS DAS 21H,veudenoiva1969
350,9,,,,GLOBO ,NOVELAS DAS 21H,
352,11,1970,Irmãos  Coragem,482,GLOBO ,NOVELAS DAS 21H,irmaoscoragem1970
353,12,1971,O Homem que  Deve Morrer,440,GLOBO ,NOVELAS DAS 21H,ohomemquedevemorrer1971
354,13,1972,Selva de  Pedra,487,GLOBO ,NOVELAS DAS 21H,selvadepedra1972
355,14,1973,Cavalo de  Aço,505,GLOBO ,NOVELAS DAS 21H,cavalodeaco1973
356,15,1973,O Semideus,476,GLOBO ,NOVELAS DAS 21H,osemideus1973
357,16,1974,Fogo sobre  Terra,522,GLOBO ,NOVELAS DAS 21H,fogosobreterra1974
358,17,1975,Escalada,480,GLOBO ,NOVELAS DAS 21H,escalada1975
359,18,1975,Pecado  Capital,556,GLOBO ,NOVELAS DAS 21H,pecadocapital1975
360,19,1976,O Casarão,518,GLOBO ,NOVELAS DAS 21H,ocasarao1976
361,20,1976,Duas Vidas,574,GLOBO ,NOVELAS DAS 21H,duasvidas1976
362,21,1977,Espelho  Mágico,489,GLOBO ,NOVELAS DAS 21H,espelhomagico1977
363,22,1977,O Astro,526,GLOBO ,NOVELAS DAS 21H,oastro1977
364,23,1978,Dancin’  Days,600,GLOBO ,NOVELAS DAS 21H,dancin'days1978
365,24,1979,Pai Herói,616,GLOBO ,NOVELAS DAS 21H,paiheroi1979
366,25,1979,Os Gigantes,493,GLOBO ,NOVELAS DAS 21H,osgigantes1979
367,26,,,,GLOBO ,NOVELAS DAS 21H,
369,28,1980,Água Viva,580,GLOBO ,NOVELAS DAS 21H,aguaviva1980
370,29,1980,Coração  Alado,569,GLOBO ,NOVELAS DAS 21H,coracaoalado1980
371,30,1981,Baila  Comigo,555,GLOBO ,NOVELAS DAS 21H,bailacomigo1981
372,31,1981,Brilhante,446,GLOBO ,NOVELAS DAS 21H,brilhante1981
373,32,1982,Sétimo  Sentido,460,GLOBO ,NOVELAS DAS 21H,setimosentido1982
374,33,1982,Sol de  Verão,445,GLOBO ,NOVELAS DAS 21H,soldeverao1982
375,34,1983,Louco Amor,495,GLOBO ,NOVELAS DAS 21H,loucoamor1983
376,35,1983,Champagne,467,GLOBO ,NOVELAS DAS 21H,champagne1983
377,36,1984,Partido  Alto,469,GLOBO ,NOVELAS DAS 21H,partidoalto1984
378,37,1984,Corpo a  Corpo,527,GLOBO ,NOVELAS DAS 21H,corpoacorpo1984
379,38,1985,Roque  Santeiro,626,GLOBO ,NOVELAS DAS 21H,roquesanteiro1985
380,39,1986,Selva de  Pedra,597,GLOBO ,NOVELAS DAS 21H,selvadepedra1986
381,40,1986,Roda de  Fogo,556,GLOBO ,NOVELAS DAS 21H,rodadefogo1986
382,41,1987,O Outro,570,GLOBO ,NOVELAS DAS 21H,ooutro1987
383,42,1987,Mandala,557,GLOBO ,NOVELAS DAS 21H,mandala1987
384,43,1988,Vale Tudo,612,GLOBO ,NOVELAS DAS 21H,valetudo1988
385,44,1989,O Salvador  da Pátria,621,GLOBO ,NOVELAS DAS 21H,osalvadordapatria1989
386,45,1989,Tieta,650,GLOBO ,NOVELAS DAS 21H,tieta1989
387,46,,,,GLOBO ,NOVELAS DAS 21H,
389,48,1990,Rainha da  Sucata,609,GLOBO ,NOVELAS DAS 21H,rainhadasucata1990
390,49,1990,"Meu Bem,  Meu Mal",503,GLOBO ,NOVELAS DAS 21H,meubemmeumal1990
391,50,1991,O Dono do  Mundo,433,GLOBO ,NOVELAS DAS 21H,odonodomundo1991
392,51,1992,Pedra sobre  Pedra,546,GLOBO ,NOVELAS DAS 21H,pedrasobrepedra1992
393,52,1992,De Corpo e  Alma,529,GLOBO ,NOVELAS DAS 21H,decorpoealma1992
394,53,1993,Renascer,609,GLOBO ,NOVELAS DAS 21H,renascer1993
395,54,1993,Fera Ferida,534,GLOBO ,NOVELAS DAS 21H,feraferida1993
396,55,1994,Pátria  Minha,456,GLOBO ,NOVELAS DAS 21H,patriaminha1994
397,56,1995,A Próxima  Vítima,474,GLOBO ,NOVELAS DAS 21H,aproximavitima1995
398,57,1995,Explode  Coração,474,GLOBO ,NOVELAS DAS 21H,explodecoracao1995
399,58,1996,O Fim do  Mundo,468,GLOBO ,NOVELAS DAS 21H,ofimdomundo1996
400,59,1996,O Rei do  Gado,518,GLOBO ,NOVELAS DAS 21H,oreidogado1996
401,60,1997,A Indomada,479,GLOBO ,NOVELAS DAS 21H,aindomada1997
402,61,1997,Por Amor,425,GLOBO ,NOVELAS DAS 21H,poramor1997
403,62,1998,Torre de  Babel,436,GLOBO ,NOVELAS DAS 21H,torredebabel1998
404,63,1999,Suave  Veneno,381,GLOBO ,NOVELAS DAS 21H,suaveveneno1999
405,64,1999,Terra  Nostra,437,GLOBO ,NOVELAS DAS 21H,terranostra1999
406,65,,,,GLOBO ,NOVELAS DAS 21H,
408,67,2000,Laços de  Família,449,GLOBO ,NOVELAS DAS 21H,lacosdefamilia2000
409,68,2001,Porto dos  Milagres,444,GLOBO ,NOVELAS DAS 21H,portodosmilagres2001
410,69,2001,O Clone,468,GLOBO ,NOVELAS DAS 21H,oclone2001
411,70,2002,Esperança,380,GLOBO ,NOVELAS DAS 21H,esperanca2002
412,71,2003,Mulheres  Apaixonadas,464,GLOBO ,NOVELAS DAS 21H,mulheresapaixonadas2003
413,72,2003,Celebridade,461,GLOBO ,NOVELAS DAS 21H,celebridade2003
414,73,2004,Senhora do  Destino,505,GLOBO ,NOVELAS DAS 21H,senhoradodestino2004
415,74,2005,América,492,GLOBO ,NOVELAS DAS 21H,america2005
416,75,2005,Belíssima,484,GLOBO ,NOVELAS DAS 21H,belissima2005
417,76,2006,Páginas da  Vida,471,GLOBO ,NOVELAS DAS 21H,paginasdavida2006
418,77,2007,Paraíso  Tropical,429,GLOBO ,NOVELAS DAS 21H,paraisotropical2007
419,78,2007,Duas Caras,410,GLOBO ,NOVELAS DAS 21H,duascaras2007
420,79,2008,A Favorita,394,GLOBO ,NOVELAS DAS 21H,afavorita2008
421,80,2009,Caminho das  Índias,386,GLOBO ,NOVELAS DAS 21H,caminhodasindias2009
422,81,2009,Viver a  Vida,357,GLOBO ,NOVELAS DAS 21H,viveravida2009
423,82,,,,GLOBO ,NOVELAS DAS 21H,
425,84,2010,Passione,351,GLOBO ,NOVELAS DAS 21H,passione2010
426,85,2011,Insensato  Coração,358,GLOBO ,NOVELAS DAS 21H,insensatocoracao2011
427,86,2011,Fina  Estampa,390,GLOBO ,NOVELAS DAS 21H,finaestampa2011
428,87,2012,Avenida  Brasil,387,GLOBO ,NOVELAS DAS 21H,avenidabrasil2012
429,88,2012,Salve Jorge,340,GLOBO ,NOVELAS DAS 21H,salvejorge2012
430,89,2013,Amor à Vida,356,GLOBO ,NOVELAS DAS 21H,amoravida2013
431,90,2014,Em Família,297,GLOBO ,NOVELAS DAS 21H,emfamilia2014
432,91,2014,Império,327,GLOBO ,NOVELAS DAS 21H,imperio2014
433,92,2015,Babilônia,255,GLOBO ,NOVELAS DAS 21H,babilonia2015
434,93,2015,A Regra do  Jogo,285,GLOBO ,NOVELAS DAS 21H,aregradojogo2015
435,94,2016,Velho Chico,290,GLOBO ,NOVELAS DAS 21H,velhochico2016
436,95,2016,A Lei do  Amor,272,GLOBO ,NOVELAS DAS 21H,aleidoamor2016
437,96,2017,A Força do  Querer,357,GLOBO ,NOVELAS DAS 21H,aforcadoquerer2017
438,97,2017,O Outro  Lado do Paraíso,382,GLOBO ,NOVELAS DAS 21H,ooutroladodoparaiso2017
439,98,2018,Segundo Sol,334,GLOBO ,NOVELAS DAS 21H,segundosol2018
440,99,2018,O Sétimo  Guardião,288,GLOBO ,NOVELAS DAS 21H,osetimoguardiao2018
441,100,2019,A Dona do  Pedaço,360,GLOBO ,NOVELAS DAS 21H,adonadopedaco2019
442,101,2019,Amor de Mãe,309,GLOBO ,NOVELAS DAS 21H,amordemae2019
443,102,,,,GLOBO ,NOVELAS DAS 21H,
445,104,2021,Um Lugar ao  Sol,223,GLOBO ,NOVELAS DAS 21H,umlugaraosol2021
446,105,2022,Pantanal,296,GLOBO ,NOVELAS DAS 21H,pantanal2022
447,106,2022,Travessia,-,GLOBO ,NOVELAS DAS 21H,travessia2022
448,107,,,,GLOBO ,NOVELAS DAS 21H,
449,108,,,,GLOBO ,NOVELAS DAS 21H,
450,109,REPRISES,REPRISES,,GLOBO ,NOVELAS DAS 21H,reprisesREPRISES
451,110,,,,GLOBO ,NOVELAS DAS 21H,
452,111,Ano,Reprise,Média,GLOBO ,NOVELAS DAS 21H,repriseAno
453,112,1975,Selva de  Pedra,484,GLOBO ,NOVELAS DAS 21H,selvadepedra1975
454,113,1983,O Casarão,279,GLOBO ,NOVELAS DAS 21H,ocasarao1983
455,114,2020,Fina  Estampa,336,GLOBO ,NOVELAS DAS 21H,finaestampa2020
456,115,2020,A Força do  Querer,299,GLOBO ,NOVELAS DAS 21H,aforcadoquerer2020
457,116,2021,Império,274,GLOBO ,NOVELAS DAS 21H,imperio2021
459,1,1965,Ilusões  Perdidas,14,GLOBO ,NOVELAS DAS 22H,ilusoesperdidas1965
460,2,1965,Marina,11,GLOBO ,NOVELAS DAS 22H,marina1965
461,3,1965,Paixão  de Outono,33,GLOBO ,NOVELAS DAS 22H,paixaodeoutono1965
462,4,1966,Um Rosto de  Mulher,50,GLOBO ,NOVELAS DAS 22H,umrostodemulher1966
463,5,1966,Eu Compro  esta Mulher,104,GLOBO ,NOVELAS DAS 22H,eucomproestamulher1966
464,6,1966,O Sheik de  Agadir,123,GLOBO ,NOVELAS DAS 22H,osheikdeagadir1966
465,7,1967,A  Rainha Louca,55,GLOBO ,NOVELAS DAS 22H,arainhalouca1967
466,8,1967,O Homem  Proibido,66,GLOBO ,NOVELAS DAS 22H,ohomemproibido1967
467,9,1968,A Gata de  Vison,102,GLOBO ,NOVELAS DAS 22H,agatadevison1968
468,10,1969,A Última  Valsa,172,GLOBO ,NOVELAS DAS 22H,aultimavalsa1969
469,11,1969,A Ponte dos  Suspiros,174,GLOBO ,NOVELAS DAS 22H,apontedossuspiros1969
470,12,,,,GLOBO ,NOVELAS DAS 22H,
472,14,1970,Verão  Vermelho,258,GLOBO ,NOVELAS DAS 22H,veraovermelho1970
473,15,1970,Assim na  Terra como no Céu,319,GLOBO ,NOVELAS DAS 22H,assimnaterracomonoceu1970
474,16,1971,O Cafona,322,GLOBO ,NOVELAS DAS 22H,ocafona1971
475,17,1971,Bandeira 2,301,GLOBO ,NOVELAS DAS 22H,bandeira21971
476,18,1972,O Bofe,284,GLOBO ,NOVELAS DAS 22H,obofe1972
477,19,1973,O Bem-Amado,303,GLOBO ,NOVELAS DAS 22H,obemamado1973
478,20,1973,Os Ossos do  Barão,245,GLOBO ,NOVELAS DAS 22H,osossosdobarao1973
479,21,1974,O Espigão,277,GLOBO ,NOVELAS DAS 22H,oespigao1974
480,22,1974,O Rebu,245,GLOBO ,NOVELAS DAS 22H,orebu1974
481,23,1975,Gabriela,307,GLOBO ,NOVELAS DAS 22H,gabriela1975
482,24,1975,O Grito,280,GLOBO ,NOVELAS DAS 22H,ogrito1975
483,25,1976,Saramandaia,364,GLOBO ,NOVELAS DAS 22H,saramandaia1976
484,26,1977,Nina,301,GLOBO ,NOVELAS DAS 22H,nina1977
485,27,1978,O Pulo do  Gato,282,GLOBO ,NOVELAS DAS 22H,opulodogato1978
486,28,1978,Sinal de  Alerta,241,GLOBO ,NOVELAS DAS 22H,sinaldealerta1978
487,29,,,,GLOBO ,NOVELAS DAS 22H,
489,31,1983,Eu Prometo,187,GLOBO ,NOVELAS DAS 22H,euprometo1983
490,32,1990,Araponga,280,GLOBO ,NOVELAS DAS 22H,araponga1990
491,33,,,,GLOBO ,NOVELAS DAS 22H,
492,34,,,,GLOBO ,NOVELAS DAS 22H,
493,35,Ano,Reprise,Média,GLOBO ,NOVELAS DAS 22H,repriseAno
494,36,1977,O Bem-Amado,338,GLOBO ,NOVELAS DAS 22H,obemamado1977
495,37,1979,Gabriela,337,GLOBO ,NOVELAS DAS 22H,gabriela1979
496,38,1981,Duas Vidas,196,GLOBO ,NOVELAS DAS 22H,duasvidas1981
497,39,1981,O Astro,219,GLOBO ,NOVELAS DAS 22H,oastro1981
498,40,1982,Pecado  Capital,171,GLOBO ,NOVELAS DAS 22H,pecadocapital1982
499,41,1982,Dancin’  Days,155,GLOBO ,NOVELAS DAS 22H,dancin'days1982
501,1,2011,O Astro,190,GLOBO ,NOVELAS DAS 23H,oastro2011
502,2,2012,Gabriela,189,GLOBO ,NOVELAS DAS 23H,gabriela2012
503,3,2013,Saramandaia,150,GLOBO ,NOVELAS DAS 23H,saramandaia2013
504,4,2014,O Rebu,153,GLOBO ,NOVELAS DAS 23H,orebu2014
505,5,2015,Verdades  Secretas,199,GLOBO ,NOVELAS DAS 23H,verdadessecretas2015
506,6,2016,"Liberdade,  Liberdade",185,GLOBO ,NOVELAS DAS 23H,liberdadeliberdade2016
507,7,2017,Os Dias  Eram Assim,211,GLOBO ,NOVELAS DAS 23H,osdiaseramassim2017
508,8,2018,Onde Nascem  os Fortes,185,GLOBO ,NOVELAS DAS 23H,ondenascemosfortes2018
509,9,,,,GLOBO ,NOVELAS DAS 23H,
511,11,2022,Verdades  Secretas II,81,GLOBO ,NOVELAS DAS 23H,verdadessecretasii2022
512,12,,,,GLOBO ,NOVELAS DAS 23H,
513,13,,,,GLOBO ,NOVELAS DAS 23H,
514,14,REPRISES,REPRISES,,GLOBO ,NOVELAS DAS 23H,reprisesREPRISES
515,15,,,,GLOBO ,NOVELAS DAS 23H,
516,16,Ano,Reprise,Média,GLOBO ,NOVELAS DAS 23H,repriseAno
517,17,2021,Verdades  Secretas,133,GLOBO ,NOVELAS DAS 23H,verdadessecretas2021
518,0,Ano,Temporada,Média,GLOBO ,MALHAÇÃO,temporadaAno
519,1,1995,Malhação 95,254,GLOBO ,MALHAÇÃO,malhacao951995
520,2,1996,Malhação de  Verão,241,GLOBO ,MALHAÇÃO,malhacaodeverao1996
521,3,1996,Malhação 96,243,GLOBO ,MALHAÇÃO,malhacao961996
522,4,1997,Malhação 97,213,GLOBO ,MALHAÇÃO,malhacao971997
523,5,1998,Radical,195,GLOBO ,MALHAÇÃO,radical1998
524,6,1998,Malhação.com,191,GLOBO ,MALHAÇÃO,malhacaocom1998
525,7,1999,Malhação 99,228,GLOBO ,MALHAÇÃO,malhacao991999
526,8,,,,GLOBO ,MALHAÇÃO,
527,9,Ano,Temporada,Média,GLOBO ,MALHAÇÃO,temporadaAno
528,10,2000,Malhação  2000,260,GLOBO ,MALHAÇÃO,malhacao20002000
529,11,2001,Malhação  2001,265,GLOBO ,MALHAÇÃO,malhacao20012001
530,12,2002,Malhação  2002,282,GLOBO ,MALHAÇÃO,malhacao20022002
531,13,2003,Malhação  2003,297,GLOBO ,MALHAÇÃO,malhacao20032003
532,14,2004,Malhação  2004,323,GLOBO ,MALHAÇÃO,malhacao20042004
533,15,2005,Malhação  2005,322,GLOBO ,MALHAÇÃO,malhacao20052005
534,16,2006,Malhação  2006,310,GLOBO ,MALHAÇÃO,malhacao20062006
535,17,2007,Malhação  2007,245,GLOBO ,MALHAÇÃO,malhacao20072007
536,18,2007,Malhação  2008,215,GLOBO ,MALHAÇÃO,malhacao20082007
537,19,2009,Malhação  2009,209,GLOBO ,MALHAÇÃO,malhacao20092009
538,20,2009,Identidade,190,GLOBO ,MALHAÇÃO,identidade2009
539,21,,,,GLOBO ,MALHAÇÃO,
540,22,Ano,Temporada,Média,GLOBO ,MALHAÇÃO,temporadaAno
541,23,2010,Malhação  2010,191,GLOBO ,MALHAÇÃO,malhacao20102010
542,24,2011,Conectados,160,GLOBO ,MALHAÇÃO,conectados2011
543,25,2012,Intensa  como a Vida,148,GLOBO ,MALHAÇÃO,intensacomoavida2012
544,26,2013,Casa Cheia,142,GLOBO ,MALHAÇÃO,casacheia2013
545,27,2014,Sonhos,159,GLOBO ,MALHAÇÃO,sonhos2014
546,28,2015,Seu Lugar  no Mundo,167,GLOBO ,MALHAÇÃO,seulugarnomundo2015
547,29,2016,Pro Dia  Nascer Feliz,186,GLOBO ,MALHAÇÃO,prodianascerfeliz2016
548,30,2017,Viva a  Diferença,204,GLOBO ,MALHAÇÃO,vivaadiferenca2017
549,31,2018,Vidas  Brasileiras,162,GLOBO ,MALHAÇÃO,vidasbrasileiras2018
550,32,2019,Toda Forma  de Amar,181,GLOBO ,MALHAÇÃO,todaformadeamar2019
551,33,,,,GLOBO ,MALHAÇÃO,
552,34,,,,GLOBO ,MALHAÇÃO,
553,35,Ano,Reprise,Média,GLOBO ,MALHAÇÃO,repriseAno
554,36,1996,Malhação 95,246,GLOBO ,MALHAÇÃO,malhacao951996
555,37,1997,Malhação 96,202,GLOBO ,MALHAÇÃO,malhacao961997
556,38,2020,Viva a  Diferença,188,GLOBO ,MALHAÇÃO,vivaadiferenca2020
557,39,2021,Sonhos,157,GLOBO ,MALHAÇÃO,sonhos2021
558,0,REPRISES VESPERTINAS,REPRISES VESPERTINAS,,GLOBO ,REPRISES,reprisesvespertinasREPRISES VESPERTINAS
559,1,,,,GLOBO ,REPRISES,
561,3,1968,A Grande  Mentira,42,GLOBO ,REPRISES,agrandementira1968
562,4,1969,Rosa  Rebelde,49,GLOBO ,REPRISES,rosarebelde1969
563,5,1970,A Cabana do  Pai Tomás,51,GLOBO ,REPRISES,acabanadopaitomas1970
564,6,1970,Pigmalião  70,49,GLOBO ,REPRISES,pigmaliao701970
565,7,1970,A Próxima  Atração,75,GLOBO ,REPRISES,aproximaatracao1970
566,8,1971,A Pequena  Órfã,76,GLOBO ,REPRISES,apequenaorfa1971
567,9,1971,Meu  Pedacinho de Chão,72,GLOBO ,REPRISES,meupedacinhodechao1971
568,10,1972,O Primeiro  Amor,89,GLOBO ,REPRISES,oprimeiroamor1972
569,11,1973,Uma Rosa  com Amor,100,GLOBO ,REPRISES,umarosacomamor1973
570,12,1974,Carinhoso,99,GLOBO ,REPRISES,carinhoso1974
571,13,1976,Helena,136,GLOBO ,REPRISES,helena1976
572,14,1976,Senhora,132,GLOBO ,REPRISES,senhora1976
573,15,1976,O Noviço,144,GLOBO ,REPRISES,onovico1976
574,16,1976,A Moreninha,147,GLOBO ,REPRISES,amoreninha1976
575,17,1976,Vejo a Lua  no Céu,145,GLOBO ,REPRISES,vejoaluanoceu1976
576,18,1977,O Feijão e  o Sonho,148,GLOBO ,REPRISES,ofeijaoeosonho1977
577,19,1977,Escrava  Isaura,183,GLOBO ,REPRISES,escravaisaura1977
578,20,1978,Locomotivas,172,GLOBO ,REPRISES,locomotivas1978
579,21,1978,Carinhoso,216,GLOBO ,REPRISES,carinhoso1978
580,22,1979,Estúpido  Cupido,160,GLOBO ,REPRISES,estupidocupido1979
581,23,1979,Escrava  Isaura,330,GLOBO ,REPRISES,escravaisaura1979
582,24,1980,À Sombra dos Laranjais,-,GLOBO ,REPRISES,asombradoslaranjais1980
583,25,1986,Locomotivas,276,GLOBO ,REPRISES,locomotivas1986
584,26,1996,Malhação  (1995),246,GLOBO ,REPRISES,malhacao(1995)1996
585,27,1997,Malhação  (1996),202,GLOBO ,REPRISES,malhacao(1996)1997
586,28,2020,Novo Mundo,192,GLOBO ,REPRISES,novomundo2020
587,29,2020,Malhação:  Viva a Diferença,188,GLOBO ,REPRISES,malhacaovivaadiferenca2020
588,30,2020,Flor do  Caribe,202,GLOBO ,REPRISES,flordocaribe2020
589,31,2021,Malhação:  Sonhos,157,GLOBO ,REPRISES,malhacaosonhos2021
590,32,2021,A Vida da  Gente,195,GLOBO ,REPRISES,avidadagente2021
591,33,,,,GLOBO ,REPRISES,
592,34,,,,GLOBO ,REPRISES,
593,35,REPRISES NOTURNAS,REPRISES NOTURNAS,,GLOBO ,REPRISES,reprisesnoturnasREPRISES NOTURNAS
594,36,,,,GLOBO ,REPRISES,
596,38,1975,Selva de  Pedra,484,GLOBO ,REPRISES,selvadepedra1975
597,39,1977,O Bem-Amado,338,GLOBO ,REPRISES,obemamado1977
598,40,1979,Gabriela,337,GLOBO ,REPRISES,gabriela1979
599,41,1981,Duas Vidas,196,GLOBO ,REPRISES,duasvidas1981
600,42,1981,O Astro,219,GLOBO ,REPRISES,oastro1981
601,43,1982,Pecado  Capital,171,GLOBO ,REPRISES,pecadocapital1982
602,44,1982,Dancin’  Days,155,GLOBO ,REPRISES,dancin'days1982
603,45,1983,O Casarão,279,GLOBO ,REPRISES,ocasarao1983
604,46,2020,Fina  Estampa,336,GLOBO ,REPRISES,finaestampa2020
605,47,2020,Totalmente  Demais,295,GLOBO ,REPRISES,totalmentedemais2020
606,48,2020,A Força do  Querer,299,GLOBO ,REPRISES,aforcadoquerer2020
607,49,2020,Haja  Coração,252,GLOBO ,REPRISES,hajacoracao2020
608,50,2021,Salve-se  Quem Puder,251,GLOBO ,REPRISES,salvesequempuder2021
609,51,2021,Império,274,GLOBO ,REPRISES,imperio2021
610,52,2021,Pega Pega,222,GLOBO ,REPRISES,pegapega2021
611,53,2021,Verdades  Secretas,133,GLOBO ,REPRISES,verdadessecretas2021
612,54,,,,GLOBO ,REPRISES,
613,55,,,,GLOBO ,REPRISES,
614,56,SESSÃO AVENTURA,SESSÃO AVENTURA,,GLOBO ,REPRISES,sessaoaventuraSESSÃO AVENTURA
615,57,,,,GLOBO ,REPRISES,
617,59,1989,Guerra dos  Sexos,178,GLOBO ,REPRISES,guerradossexos1989
618,60,1989,Que Rei Sou  Eu?,197,GLOBO ,REPRISES,quereisoueu?1989
619,61,1991,Roque  Santeiro,243,GLOBO ,REPRISES,roquesanteiro1991
620,62,1993,Vamp,219,GLOBO ,REPRISES,vamp1993
622,1,2022,Cara e  Coragem,45,GLOBO ,REAPRESENTAÇÕES,caraecoragem2022
623,2,2023,Vai na Fé,-,GLOBO ,REAPRESENTAÇÕES,vainafe2023
624,0,Ano,Série,Média,GLOBO ,SÉRIES,serieAno
625,1,2003,A Grande  Família: 3ª Temporada,392,GLOBO ,SÉRIES,agrandefamilia3atemporada2003
626,2,2006,A Grande  Família: 6ª Temporada,411,GLOBO ,SÉRIES,agrandefamilia6atemporada2006
627,3,2007,A Grande  Família: 7ª Temporada,352,GLOBO ,SÉRIES,agrandefamilia7atemporada2007
628,4,2008,A Grande  Família: 8ª Temporada,291,GLOBO ,SÉRIES,agrandefamilia8atemporada2008
629,5,2009,A Grande  Família: 9ª Temporada,319,GLOBO ,SÉRIES,agrandefamilia9atemporada2009
630,6,2009,Força-Tarefa:  1ª Temporada,208,GLOBO ,SÉRIES,forcatarefa1atemporada2009
631,7,,,,GLOBO ,SÉRIES,
632,8,Ano,Série,Média,GLOBO ,SÉRIES,serieAno
633,9,2010,Força-Tarefa:  2ª Temporada,175,GLOBO ,SÉRIES,forcatarefa2atemporada2010
634,10,2010,A Grande  Família: 10ª Temporada,269,GLOBO ,SÉRIES,agrandefamilia10atemporada2010
635,11,2010,Separação?!,157,GLOBO ,SÉRIES,separacao?2010
636,12,2010,Na Forma da  Lei,170,GLOBO ,SÉRIES,naformadalei2010
637,13,2010,Junto &  Misturado,144,GLOBO ,SÉRIES,juntoemisturado2010
638,14,2010,As Cariocas,185,GLOBO ,SÉRIES,ascariocas2010
639,15,2010,Clandestinos,167,GLOBO ,SÉRIES,clandestinos2010
640,16,2011,Batendo  Ponto,119,GLOBO ,SÉRIES,batendoponto2011
641,17,2011,Tapas &  Beijos: 1ª Temporada,273,GLOBO ,SÉRIES,tapasebeijos1atemporada2011
642,18,2011,Divã,173,GLOBO ,SÉRIES,diva2011
643,19,2011,A Grande  Família: 11ª Temporada,266,GLOBO ,SÉRIES,agrandefamilia11atemporada2011
644,20,2011,Lara com Z,144,GLOBO ,SÉRIES,laracomz2011
645,21,2011,Macho Man:  1ª Temporada,157,GLOBO ,SÉRIES,machoman1atemporada2011
646,22,2011,A Mulher  Invisível: 1ª Temporada,220,GLOBO ,SÉRIES,amulherinvisivel1atemporada2011
647,23,2011,A Mulher  Invisível: 2ª Temporada,214,GLOBO ,SÉRIES,amulherinvisivel2atemporada2011
